PUBCHEM_SID	PUBCHEM_CID
144205484	17499
144205485	67686
144205486	62495
144205487	60196287
144205488	17595
144205489	7405
144205490	636367
144205491	31340
144205492	638678
144205493	9068
144205494	92094
144205495	21630
144205496	6034
144205497	7315
144205498	5280805
144205499	5859
144205500	107926
144205501	17931
144205502	47979
144205503	6040
144205504	7975
144205505	28891
144205506	159977
144205507	17693
144205508	5371318
144205509	12628
144205510	165457
144205511	60582
144205512	234310
144205513	234310
144205514	8434
144205515	19646
144205516	9574235
144205517	33334
144205518	64517
144205519	53555
144205520	6918493
144205521	36663
144205522	19910
144205523	36303
144205524	7181
144205525	31390
144205526	667497
144205527	616236
144205528	5282488
144205529	92879
144205530	6433573
144205531	443831
144205532	71128
144205533	68943
144205534	72098
144205535	14895
144205536	65584
144205537	7174
144205538	7176
144205539	71895
144205540	5283731
144205541	5280453
144205542	5283748
144205543	23716429
144205544	446284
144205545	445580
144205546	56846451
144205547	71986
144205548	45006154
144205549	46861540
144205550	457193
144205551	16683761
144205552	65329
144205553	6433334
144205554	5282138
144205555	36354
144205556	5281881
144205557	57952
144205558	5359371
144205559	5284596
144205560	5360515
144205561	5311304
144205562	57242
144205563	5282381
144205564	8955
144205565	5284513
144205566	32731
144205567	357904
144205568	245005
144205569	2783
144205570	44112
144205571	4078
144205572	6321253
144205573	5374
144205574	107715
144205575	443884
144205576	68848
144205577	27400
144205578	45055378
144205579	105104
144205580	9925873
144205581	11548
144205582	5831
144205583	8288
144205584	6852391
144205585	6243
144205586	27350
144205587	6321424
144205588	10921
144205589	3604
144205590	8246
144205591	441071
144205592	16051918
144205593	6172
144205594	50287
144205595	92786
144205596	57782
144205597	5957
144205598	5361
144205599	6083
144205600	145815
144205601	11051686
144205602	439524
144205603	68841
144205604	164739
144205605	5318432
144205606	157672
144205607	6505803
144205608	132519
144205609	445643
144205610	439501
144205611	51683
144205612	72092
144205613	16760569
144205614	443939
144205615	6438394
144205616	12922658
144205617	23702994
144205618	20054868
144205619	6917655
144205620	5978
144205621	22311
144205622	10107
144205623	42586
144205624	173636
144205625	162381
144205626	8172
144205627	47866
144205628	5392
144205629	91744
144205630	4021
144205631	7547
144205632	2450
144205633	8042
144205634	23672301
144205635	24764
144205636	517121
144205637	8814
144205638	8907
144205639	62485
144205640	23673837
144205641	7180
144205642	15797
144205643	16211101
144205644	517414
144205645	6251
144205646	5988
144205647	9415
144205648	71905
144205649	5974
144205650	517383
144205651	23662383
144205652	5356789
144205653	16218600
144205654	5819
144205655	7615
144205656	6909
144205657	54670067
144205658	985
144205659	23707968
144205660	36314
144205661	92839
144205662	9864
144205663	3698
144205664	11273
144205665	38258
144205666	4197
144205667	28417
144205668	9782
144205669	20469
144205670	27461
144205671	17100
144205672	5591
144205673	2750
144205674	2763
144205675	16722126
144205676	71808
144205677	779179
144205678	178144
144205679	11366
144205680	6668
144205681	10275
144205682	42963
144205683	5343
144205684	3109
144205685	8798
144205686	6474573
144205687	71957
144205688	13953
144205689	3083671
144205690	27990
144205691	10761
144205692	9561033
144205693	18637
144205694	71873
144205695	71208
144205696	22601
144205697	36143
144205698	1550874
144205699	10209
144205700	11104
144205701	10718
144205702	1549158
144205703	8262
144205704	65659
144205705	65784
144205706	6433
144205707	6288
144205708	6713324
144205709	83030
144205710	5902
144205711	5962
144205712	14871
144205713	24699
144205714	688145
144205715	67678
144205716	74325
144205717	2468
144205718	4765
144205719	92159
144205720	6999030
144205721	39526
144205722	28554
144205723	11033
144205724	68770
144205725	122125
144205726	9927058
144205727	5311217
144205728	65894
144205729	5717
144205730	71335
144205731	71329
144205732	5282136
144205733	71339
144205734	11954316
144205735	119182
144205736	446596
144205737	5281081
144205738	134669
144205739	5282474
144205740	53398649
144205741	60834
144205742	5742631
144205743	60855
144205744	3033825
144205745	153941
144205746	60877
144205747	60854
144205748	60196288
144205749	115367
144205750	23663996
144205751	60953
144205752	6918296
144205753	104850
144205754	3393
144205755	176870
144205756	3002190
144205757	92727
144205758	4496
144205759	123619
144205760	259331
144205761	35455
144205762	36273
144205763	34001
144205764	56649463
144205765	121097
144205766	20056587
144205767	4006
144205768	4770
144205769	68873
144205770	20054835
144205771	152951
144205772	444025
144205773	444020
144205774	175804
144205775	60196289
144205776	3936
144205777	14010333
144205778	3191
144205779	23663976
144205780	2176
144205781	26650
144205782	23680486
144205783	23706211
144205784	50248
144205785	3033968
144205786	3778
144205787	1584822
144205788	65947
144205789	60164
144205790	104758
144205791	2187
144205792	4410
144205793	71489
144205794	71616
144205795	5282402
144205796	60871
144205797	23663992
144205798	91274
144205799	441401
144205800	71916
144205801	4725
144205802	60196290
144205803	444008
144205804	4499
144205805	6335412
144205806	60196291
144205807	122188
144205808	518605
144205809	71384
144205810	454216
144205811	3033226
144205812	2898
144205813	16219127
144205814	17756794
144205815	54343
144205816	157313
144205817	6918305
144205818	38102
144205819	11705034
144205820	129228
144205821	6536
144205822	5502
144205823	60196293
144205824	16051941
144205825	9838712
144205826	59708
144205827	9386
144205828	7147
144205829	7291
144205830	8089
144205831	3571582
144205832	444539
144205833	5359521
144205834	9528
144205835	1018
144205836	2734672
144205837	16683095
144205838	7533
144205839	3730
144205840	2733208
144205841	12447
144205842	23674
144205843	261501
144205844	28145
144205845	11914
144205846	8926
144205847	6494
144205848	5497
144205849	220401
144205850	37511
144205851	71648
144205852	69188
144205853	16682993
144205854	2723617
144205855	16957
144205856	14552708
144205857	99288
144205858	11474
144205859	19958
144205860	5876571
144205861	70914
144205862	10982
144205863	93176
144205864	451668
144205865	14776
144205866	308
144205867	440966
144205868	68651
144205869	439240
144205870	863
144205871	7191
144205872	16976
144205873	5756
144205874	62827
144205875	65057
144205876	11048
144205877	16682738
144205878	31018
144205879	31280
144205880	14250
144205881	9639
144205882	7652
144205883	8567
144205884	9403
144205885	6324663
144205886	9270
144205887	14130
144205888	82325
144205889	5282409
144205890	23603
144205891	3033877
144205892	12004215
144205893	9046
144205894	5311071
144205895	3034287
144205896	37907
144205897	8313
144205898	15583
144205899	65651
144205900	4807
144205901	38072
144205902	441375
144205903	12008
144205904	21414
144205905	31209
144205906	9873
144205907	9509
144205908	43961
144205909	6950248
144205910	2728761
144205911	137601
144205912	55251
144205913	8138
144205914	8797
144205915	2723920
144205916	71668
144205917	31593
144205918	7402
144205919	8820
144205920	9370
144205921	8026
144205922	17113
144205923	5284343
144205924	9849425
144205925	6581
144205926	5709754
144205927	91525
144205928	19731
144205929	33039
144205930	88836
144205931	243274
144205932	62531
144205933	64184
144205934	33919
144205935	16683083
144205936	16258
144205937	68610
144205938	80196
144205939	10569
144205940	14017587
144205941	16682999
144205942	8549
144205943	71484
144205944	23667639
144205945	13486
144205946	16212515
144205947	656641
144205948	446925
144205949	14525
144205950	157355
144205951	16682734
144205952	38882
144205953	23665772
144205954	25798
144205955	6585
144205956	9549168
144205957	5280793
144205958	56205
144205959	60651
144205960	43233
144205961	42574
144205962	25750
144205963	2734398
144205964	6256
144205965	533728
144205966	16219444
144205967	33611
144205968	9983292
144205969	23064738
144205970	177843
144205971	23676755
144205972	9936727
144205973	451417
144205974	6918303
144205975	1201518
144205976	60196294
144205977	12675
144205978	5206
144205979	3226
144205980	31799
144205981	5484
144205982	2972
144205983	517304
144205984	6364626
144205985	23670359
144205986	5394
144205987	5482
144205988	6540548
144205989	23681451
144205990	441351
144205991	443866
144205992	4494
144205993	65948
144205994	107999
144205995	5284631
144205996	66359
144205997	104865
144205998	119570
144205999	5362376
144206000	2040
144206001	636405
144206002	73356
144206003	4121
144206004	4963
144206005	5536
144206006	40973
144206007	656583
144206008	6918178
144206009	23695982
144206010	2787
144206011	4820
144206012	72179
144206013	20055424
144206014	27812
144206015	43593
144206016	64647
144206017	23663938
144206018	23662369
144206019	155434
144206020	11954009
144206021	441406
144206022	5288783
144206023	3950
144206024	39764
144206025	21102
144206026	5281080
144206027	656511
144206028	2194
144206029	2161
144206030	20055082
144206031	2541
144206032	91442
144206033	28280
144206034	160024
144206035	5282164
144206036	60196295
144206037	95286
144206038	153751
144206039	6918155
144206040	6918197
144206041	56069
144206042	406563
144206043	444005
144206044	6437380
144206045	216326
144206046	157917
144206047	150762
144206048	10634
144206049	164877
144206050	6099
144206051	5310993
144206052	197006
144206053	56704
144206054	5282375
144206055	6292
144206056	448812
144206057	16051947
144206058	208908
144206059	189821
144206060	168088
144206061	73303
144206062	4723
144206063	6442177
144206064	3081361
144206065	13765
144206066	71734
144206067	25077533
144206068	6918289
144206069	123879
144206070	151170
144206071	636411
144206072	325003
144206073	23418
144206074	54260
144206075	5381
144206076	5284360
144206077	656829
144206078	60758
144206079	129791
144206080	175989
144206081	77990
144206082	65958
144206083	23581791
144206084	65957
144206085	6398764
144206086	93858
144206087	5741
144206088	23360
144206089	798
144206090	6736
144206091	91465
144206092	16212198
144206093	6328657
144206094	3571576
144206095	90473
144206096	12629
144206097	121396
144206098	65452
144206099	2724259
144206100	10781
144206101	3016408
144206102	6364560
144206103	5222465
144206104	9568618
144206105	14220
144206106	3357
144206107	6852393
144206108	5918
144206109	20353
144206110	21651
144206111	4237
144206112	11808
144206113	53395145
144206114	54680085
144206115	9281
144206116	452110
144206117	3045407
144206118	23672582
144206119	2734019
144206120	128918
144206121	60196296
144206122	71413
144206123	23663985
144206124	6918235
144206125	24868287
144206126	9852176
144206127	31202
144206128	6451143
144206129	92897
144206130	6917941
144206131	60196297
144206132	16052011
144206133	23663953
144206134	122077
144206135	163727
144206136	15387
144206137	48229
144206138	9887053
144206139	426756
144206140	60785
144206141	51045
144206142	54746
144206143	54889
144206144	23663403
144206145	60737
144206146	6432394
144206147	5281243
144206148	24728612
144206149	9850878
144206150	472335
144206151	5487426
144206152	123698
144206153	248271
144206154	4888
144206155	11296583
144206156	5311066
144206157	72159
144206158	5311
144206159	60196298
144206160	448223
144206161	2789
144206162	3261
144206163	5359271
144206164	3345
144206165	5462328
144206166	43032
144206167	5484366
144206168	4890
144206169	16078
144206170	5556
144206171	8367
144206172	138477
144206173	5284516
144206174	65681
144206175	75194
144206176	24365
144206177	162834
144206178	443946
144206179	4116
144206180	59227
144206181	443936
144206182	9887053
144206183	387447
144206184	11219835
144206185	131535
144206186	126565
144206187	213039
144206188	3052775
144206189	444030
144206190	5625
144206191	6917715
144206192	154058
144206193	110632
144206194	163701
144206195	110635
144206196	5936
144206197	60749
144206198	456389
144206199	8550
144206200	9568628
144206201	23716429
144206202	69092
144206203	72060
144206204	14759
144206205	71773
144206206	8430
144206207	156418
144206208	16161315
144206209	3084014
144206210	44151582
144206211	54727588
144206212	160243
144206213	6917754
144206214	54679224
144206215	60196300
144206216	65906
144206217	5284515
144206218	65457
144206219	82146
144206220	10126299
144206221	111332
144206222	231084
144206223	5280899
144206224	6917974
144206225	387447
144206226	108188
144206227	5284572
144206228	656612
144206229	60196301
144206230	40114
144206231	4677
144206232	26197
144206233	1174
144206234	7888
144206235	114750
144206236	71454
144206237	3338
144206238	3763
144206239	60196302
144206240	5282184
144206241	9985
144206242	33344
144206243	6970
144206244	71386
144206245	105024
144206246	1053
144206247	474409
144206248	3033817
144206249	23697816
144206250	57331769
144206251	60196303
144206252	8736
144206253	31378
144206254	20056743
144206255	23724801
144206256	443970
144206257	17671
144206258	25381
144206259	3084014
144206260	13985
144206261	23671932
144206262	23675747
144206263	541384
144206264	26951
144206265	2795
144206266	443942
144206267	3011155
144206268	192160
144206269	35805
144206270	14668
144206271	66251
144206272	441412
144206273	6433197
144206274	155032
144206275	42373
144206276	29112
144206277	33309
144206278	108143
144206279	10114
144206280	6433412
144206281	15559221
144206282	8310
144206283	5281082
144206284	6433356
144206285	21517
144206286	5358941
144206287	53477580
144206288	5388983
144206289	3062316
144206290	77993
144206291	60196304
144206292	60196305
144206293	16051969
144206294	3561
144206295	60196306
144206296	13916
144206297	3000579
144206298	22549
144206299	2569
144206300	283654
144206301	12164
144206302	20906
144206303	5284616
144206304	5284610
